epoch,f1-score,iou_score,loss,val_f1-score,val_iou_score,val_loss
0,0.558498203754425,0.437262624502182,0.45625320076942444,0.6518027186393738,0.5195708870887756,0.362334668636322
1,0.6784451603889465,0.5490455627441406,0.33255651593208313,0.6215232014656067,0.5066166520118713,0.38592976331710815
2,0.673247754573822,0.5457960367202759,0.33735764026641846,0.6559524536132812,0.540897011756897,0.3503255844116211
3,0.7043180465698242,0.5794658064842224,0.30619844794273376,0.7225011587142944,0.6063916683197021,0.28492042422294617
4,0.6955785751342773,0.5723556280136108,0.31463998556137085,0.715132474899292,0.5996444225311279,0.2952219843864441
5,0.7070199847221375,0.5845500230789185,0.3031351864337921,0.7185578942298889,0.6115009784698486,0.28782451152801514
6,0.6968397498130798,0.5720938444137573,0.3133249878883362,0.7134667038917542,0.6064738035202026,0.2932892441749573
7,0.7147061824798584,0.59262615442276,0.29559335112571716,0.6574603319168091,0.5429069995880127,0.35132065415382385
8,0.7110299468040466,0.5920637249946594,0.2983362376689911,0.7247072458267212,0.6077501177787781,0.28392037749290466
9,0.7171716094017029,0.5952539443969727,0.29309943318367004,0.7201822996139526,0.6121883392333984,0.2864021062850952
10,0.7278672456741333,0.6072523593902588,0.28168588876724243,0.7170459628105164,0.6104180216789246,0.2889867126941681
11,0.712809145450592,0.5942085385322571,0.2960835099220276,0.6887511014938354,0.5812761783599854,0.3181653320789337
12,0.7098470330238342,0.5880956649780273,0.30021151900291443,0.7266488075256348,0.6160480976104736,0.28048837184906006
13,0.702449381351471,0.5800841450691223,0.3068050146102905,0.6626257300376892,0.5525078773498535,0.3440095782279968
14,0.7138634324073792,0.5947977304458618,0.29510852694511414,0.6908157467842102,0.5795810222625732,0.3152822256088257
15,0.7228889465332031,0.6050017476081848,0.2856045365333557,0.6756969690322876,0.566840410232544,0.3309857249259949
16,0.7243618965148926,0.6033052206039429,0.28464609384536743,0.7223260998725891,0.6156893968582153,0.28395316004753113
17,0.7136766314506531,0.593254566192627,0.2959326505661011,0.6851279735565186,0.5561352372169495,0.3273034691810608
18,0.7222315669059753,0.6022385954856873,0.2869134545326233,0.7316346764564514,0.6273666620254517,0.274349570274353
19,0.7167452573776245,0.5978871583938599,0.29267019033432007,0.7339565753936768,0.6263068318367004,0.27231085300445557
20,0.7197096943855286,0.6007481217384338,0.28854796290397644,0.6874735355377197,0.5776515603065491,0.31864500045776367
21,0.7210220098495483,0.6043621897697449,0.2873544692993164,0.7382307648658752,0.6336857676506042,0.26759397983551025
22,0.7331008911132812,0.6160244941711426,0.27493414282798767,0.732517421245575,0.6276848912239075,0.27436938881874084
23,0.7301653027534485,0.6126965880393982,0.27837592363357544,0.6675166487693787,0.5530088543891907,0.33903706073760986
24,0.7140368223190308,0.5922927856445312,0.2941718101501465,0.6082078218460083,0.4930298626422882,0.40043818950653076
25,0.7441563606262207,0.6258904337882996,0.26393383741378784,0.7358283996582031,0.6301965713500977,0.27013546228408813
26,0.7212781310081482,0.6048591136932373,0.2872517704963684,0.7247673273086548,0.6181351542472839,0.28158101439476013
27,0.7273291349411011,0.6124570369720459,0.2815607786178589,0.7374799251556396,0.6314709186553955,0.2688828110694885
28,0.7390217781066895,0.6232768893241882,0.26935118436813354,0.7123245596885681,0.6052426099777222,0.29410168528556824
29,0.7393707633018494,0.6231113076210022,0.2687782645225525,0.669579267501831,0.5534553527832031,0.33754435181617737
30,0.7322616577148438,0.6144571900367737,0.27611905336380005,0.7059306502342224,0.5976122617721558,0.3003089427947998
31,0.7447348833084106,0.6280275583267212,0.2630596160888672,0.724266767501831,0.6175569891929626,0.2820063531398773
32,0.7349197268486023,0.6199083924293518,0.2734321355819702,0.7406740784645081,0.6351708769798279,0.26526734232902527
33,0.737673819065094,0.6229336261749268,0.27051177620887756,0.7348074913024902,0.6298468112945557,0.2711445689201355
34,0.7394741773605347,0.6213720440864563,0.26825615763664246,0.687611997127533,0.5760574340820312,0.3188443183898926
35,0.7137062549591064,0.5964789390563965,0.2949751317501068,0.7271298170089722,0.6208282113075256,0.27917101979255676
36,0.7428839206695557,0.6263106465339661,0.2649761140346527,0.7316089272499084,0.6278163194656372,0.2746686637401581
37,0.7439447641372681,0.6255354881286621,0.26403334736824036,0.6945042610168457,0.5846893191337585,0.3121580183506012
38,0.7487870454788208,0.6325001120567322,0.25965797901153564,0.6893951892852783,0.5782161355018616,0.3171159029006958
39,0.7460767030715942,0.6298616528511047,0.26191574335098267,0.7362746596336365,0.6250528693199158,0.271158903837204
40,0.7500017881393433,0.6353215575218201,0.2586745321750641,0.6539604663848877,0.5360366702079773,0.35322922468185425
41,0.7504016757011414,0.63386070728302,0.25742796063423157,0.6747183799743652,0.5618788003921509,0.33159881830215454
42,0.7345207333564758,0.620445728302002,0.27353817224502563,0.7243666052818298,0.6191193461418152,0.28150808811187744
43,0.7395528554916382,0.6235590577125549,0.26810982823371887,0.7124049663543701,0.6045711636543274,0.2936439514160156
44,0.7500558495521545,0.6366279125213623,0.25781288743019104,0.7117899060249329,0.6027626395225525,0.2941332161426544
45,0.7564249634742737,0.6396697163581848,0.2514037489891052,0.6185657978057861,0.4963395893573761,0.3887045085430145
46,0.7477798461914062,0.632333517074585,0.2602306008338928,0.6851556301116943,0.5717051029205322,0.32131436467170715
47,0.7451430559158325,0.63023442029953,0.26291024684906006,0.6396708488464355,0.5211710333824158,0.36788707971572876
48,0.7419406771659851,0.6284526586532593,0.26651349663734436,0.6510192155838013,0.5339857935905457,0.3566690981388092
49,0.7532838582992554,0.6405124068260193,0.25437042117118835,0.7452550530433655,0.6379840970039368,0.2609444856643677
50,0.7472972273826599,0.6338616609573364,0.26032164692878723,0.7232622504234314,0.6023404598236084,0.287097692489624
51,0.7477419972419739,0.6323946118354797,0.2600638270378113,0.7000537514686584,0.5875330567359924,0.3061501383781433
0,0.5440769791603088,0.4244686961174011,0.4745523929595947,0.6443955898284912,0.5275462865829468,0.36276108026504517
1,0.6674356460571289,0.5403457880020142,0.34375786781311035,0.7050461173057556,0.5870277881622314,0.3023377060890198
2,0.6847690939903259,0.5608416199684143,0.3264104425907135,0.6333922743797302,0.5091893076896667,0.37578773498535156
3,0.6917741894721985,0.5659562349319458,0.31891217827796936,0.6932851076126099,0.5695757269859314,0.317185640335083
4,0.6798703670501709,0.5517715215682983,0.3318588435649872,0.6388769149780273,0.5199819207191467,0.370156854391098
5,0.706191897392273,0.5819588303565979,0.30385035276412964,0.707206666469574,0.5982191562652588,0.2995646893978119
6,0.6998727321624756,0.5773831009864807,0.31063300371170044,0.7057150602340698,0.5971047282218933,0.30100753903388977
7,0.7003293037414551,0.5785247683525085,0.30888769030570984,0.6638195514678955,0.5486236810684204,0.3430318236351013
8,0.7309432029724121,0.6095737814903259,0.2777535021305084,0.7131027579307556,0.6045944094657898,0.2933109700679779
9,0.7250024080276489,0.6009522080421448,0.284150630235672,0.7121372818946838,0.6049918532371521,0.29349175095558167
10,0.7131344676017761,0.5934120416641235,0.29596254229545593,0.6964991688728333,0.5891919136047363,0.31050464510917664
11,0.7144042253494263,0.5948847532272339,0.29477033019065857,0.7236986756324768,0.6178417801856995,0.2827030122280121
12,0.7226349711418152,0.5994932055473328,0.2864215672016144,0.713039755821228,0.6073769330978394,0.29383599758148193
13,0.7212435603141785,0.5994184613227844,0.28764113783836365,0.5904934406280518,0.47028547525405884,0.4186471104621887
14,0.7152548432350159,0.5935366153717041,0.29423561692237854,0.7233784198760986,0.6155164241790771,0.2829214632511139
15,0.7349846363067627,0.616618812084198,0.27376917004585266,0.6290352940559387,0.5122981071472168,0.3786962330341339
16,0.7147067785263062,0.5942070484161377,0.2944580316543579,0.715934693813324,0.6090008616447449,0.29044732451438904
