epoch,f1-score,iou_score,loss,val_f1-score,val_iou_score,val_loss
0,0.5717087388038635,0.44920939207077026,0.3255537450313568,0.3613497018814087,0.2650854289531708,0.4852551221847534
1,0.6657294034957886,0.5387160778045654,0.254327654838562,0.6906669735908508,0.5649099946022034,0.23544588685035706
2,0.6845729351043701,0.5626029372215271,0.24051260948181152,0.6666557788848877,0.5524588823318481,0.2526668310165405
3,0.681667685508728,0.5552682280540466,0.2425438016653061,0.7007808089256287,0.5912463665008545,0.22718524932861328
4,0.6987742185592651,0.5724819898605347,0.22963528335094452,0.5704501867294312,0.4506920576095581,0.32561957836151123
5,0.6970097422599792,0.5753558874130249,0.2306971251964569,0.6946351528167725,0.5762757658958435,0.23232345283031464
6,0.7074368596076965,0.5850716233253479,0.2229224294424057,0.7018100023269653,0.5930889248847961,0.22646215558052063
7,0.7023988962173462,0.5802689790725708,0.2270648032426834,0.7180928587913513,0.6099997162818909,0.21406356990337372
8,0.6994754672050476,0.575364887714386,0.22935226559638977,0.6754326224327087,0.5678613781929016,0.24654199182987213
9,0.6986344456672668,0.5768870711326599,0.22948893904685974,0.719509482383728,0.6119499206542969,0.2130795270204544
10,0.7153139114379883,0.5959213972091675,0.21709954738616943,0.7300647497177124,0.623264491558075,0.205039843916893
11,0.7088018655776978,0.5879936218261719,0.22183437645435333,0.7205712199211121,0.6117768883705139,0.21234752237796783
12,0.7088809013366699,0.5864395499229431,0.22217701375484467,0.7055051326751709,0.5926041007041931,0.22424781322479248
13,0.724014401435852,0.6077166199684143,0.20984314382076263,0.7212951183319092,0.6186959743499756,0.2118339091539383
14,0.7105769515037537,0.5906596779823303,0.22081683576107025,0.7202671766281128,0.6134504675865173,0.2126111537218094
15,0.7208380103111267,0.5988749861717224,0.2130805402994156,0.6500416398048401,0.539513885974884,0.26542729139328003
16,0.7245979309082031,0.6061289310455322,0.20971466600894928,0.6797423362731934,0.5692757964134216,0.24317456781864166
17,0.725814938545227,0.6067855358123779,0.20879895985126495,0.7219306826591492,0.6134997606277466,0.21128807961940765
18,0.7223631143569946,0.6044174432754517,0.21171630918979645,0.7266202569007874,0.6152492165565491,0.20805679261684418
19,0.7300431132316589,0.6118122339248657,0.2055547535419464,0.6979393362998962,0.5923286080360413,0.22947891056537628
20,0.7163326740264893,0.6014256477355957,0.21612368524074554,0.7252505421638489,0.6216496229171753,0.20890703797340393
21,0.7264441847801208,0.6105706095695496,0.20852193236351013,0.7388118505477905,0.634086012840271,0.19854605197906494
22,0.7162963151931763,0.5973615646362305,0.21625791490077972,0.7372739911079407,0.6306192874908447,0.19978100061416626
23,0.7175318002700806,0.5988311171531677,0.21538200974464417,0.7245169878005981,0.6199522018432617,0.20943936705589294
24,0.7084544897079468,0.586214005947113,0.22288990020751953,0.722858726978302,0.6129937767982483,0.21076162159442902
25,0.7298370599746704,0.6107524633407593,0.20614418387413025,0.6315467357635498,0.5197380185127258,0.2797536253929138
26,0.7232328057289124,0.6033384799957275,0.21088650822639465,0.7321699857711792,0.6188578605651855,0.20403167605400085
27,0.7200934886932373,0.6030535101890564,0.21278618276119232,0.6149303913116455,0.491787314414978,0.29215964674949646
28,0.7346474528312683,0.6164238452911377,0.20255272090435028,0.7219198942184448,0.6161388158798218,0.2114347368478775
