epoch,accuracy,loss,mean_io_u_2,val_accuracy,val_loss,val_mean_io_u_2
0,0.521530270576477,0.9396324157714844,0.4898184537887573,0.8854847550392151,0.9264450073242188,0.48568660020828247
1,0.5321599245071411,0.9345954656600952,0.48985737562179565,0.8568485975265503,0.8733434677124023,0.48568660020828247
2,0.5395990014076233,0.9333286881446838,0.48992276191711426,0.7540562748908997,0.8857637643814087,0.48568660020828247
3,0.5467374920845032,0.9304701089859009,0.48997393250465393,0.6734279990196228,0.8921793103218079,0.48568612337112427
4,0.5537058711051941,0.9286116361618042,0.49005722999572754,0.5544722676277161,0.9022417664527893,0.4865649342536926
5,0.5594611763954163,0.9280827045440674,0.4900927245616913,0.5336686968803406,0.9034584760665894,0.48835909366607666
6,0.564865231513977,0.9269129037857056,0.4900931119918823,0.5295851230621338,0.9038689732551575,0.4883078932762146
7,0.5701576471328735,0.9261753559112549,0.4902789294719696,0.5375827550888062,0.9027208089828491,0.4897068738937378
8,0.5753406882286072,0.925004243850708,0.4904242753982544,0.5444512963294983,0.9019553661346436,0.49040457606315613
9,0.5795829892158508,0.9245189428329468,0.49052783846855164,0.5484749674797058,0.9013837575912476,0.4918924570083618
10,0.5838776230812073,0.9240778684616089,0.4906156063079834,0.551039457321167,0.9009982943534851,0.49251508712768555
11,0.5879553556442261,0.9236282706260681,0.4909511208534241,0.5507652759552002,0.9007440805435181,0.4960223436355591
12,0.5926156044006348,0.9234393239021301,0.4908991754055023,0.5659809708595276,0.8994618058204651,0.49452999234199524
13,0.597445547580719,0.921983540058136,0.49144676327705383,0.575718104839325,0.8984533548355103,0.4968574047088623
14,0.600805401802063,0.9222785234451294,0.49132880568504333,0.5730504989624023,0.8985920548439026,0.4994043707847595
15,0.6043907999992371,0.9212816953659058,0.4920940399169922,0.5681342482566833,0.899040937423706,0.498430460691452
16,0.6077300906181335,0.9212152361869812,0.49206069111824036,0.5723310112953186,0.8984183669090271,0.5031882524490356
17,0.6113950610160828,0.9206939935684204,0.49230197072029114,0.5799269676208496,0.8978164792060852,0.5029762983322144
18,0.6146589517593384,0.9208512306213379,0.4927392899990082,0.5877678990364075,0.8969901204109192,0.5024479031562805
19,0.6179161071777344,0.9204639792442322,0.4930417239665985,0.5863129496574402,0.8971216082572937,0.5087411403656006
20,0.6208731532096863,0.9205787181854248,0.4932176470756531,0.5971612334251404,0.8960398435592651,0.5102766752243042
21,0.6246036291122437,0.919666588306427,0.49373939633369446,0.6018990278244019,0.8955241441726685,0.5127043128013611
22,0.6277815103530884,0.9191964864730835,0.4940146803855896,0.598365068435669,0.8959271907806396,0.5127484798431396
23,0.633240818977356,0.9183979034423828,0.4941425919532776,0.6111041307449341,0.8946191668510437,0.5117552280426025
24,0.635441780090332,0.9180935025215149,0.49439966678619385,0.6148567795753479,0.8943997621536255,0.5121428370475769
25,0.6379051208496094,0.9184850454330444,0.49523159861564636,0.6231147646903992,0.8934535384178162,0.5179917812347412
26,0.6398302316665649,0.9187179207801819,0.4961263835430145,0.6166347861289978,0.8940861225128174,0.5185058116912842
27,0.643612265586853,0.9176307320594788,0.4957170784473419,0.6188395619392395,0.8938890695571899,0.5205180644989014
0,0.598450779914856,0.94064861536026,0.48977750539779663,0.9292672872543335,0.9310545325279236,0.48568660020828247
1,0.6091360449790955,0.9363034963607788,0.4897806942462921,0.6262211799621582,0.9237124919891357,0.48568660020828247
2,0.6173538565635681,0.9337834119796753,0.489877849817276,0.5229498147964478,0.9148276448249817,0.48568639159202576
3,0.6262314319610596,0.9304792284965515,0.48995915055274963,0.6490790247917175,0.900515079498291,0.48575642704963684
4,0.6331556439399719,0.9290607571601868,0.49005207419395447,0.652004063129425,0.8991430401802063,0.4862743318080902
5,0.6391305327415466,0.9277758002281189,0.4902408719062805,0.6598461270332336,0.8975735902786255,0.4876754581928253
6,0.6444625854492188,0.9278226494789124,0.4906086027622223,0.6729841828346252,0.8962598443031311,0.4885801374912262
7,0.6504761576652527,0.9252911806106567,0.4909575283527374,0.6741563081741333,0.8955145478248596,0.48977747559547424
8,0.6560220718383789,0.9243087768554688,0.4911218583583832,0.6747580170631409,0.8947120904922485,0.4929408133029938
9,0.6608608961105347,0.9235708713531494,0.4914158582687378,0.6768938302993774,0.894106924533844,0.4953595995903015
10,0.6647137999534607,0.9227078557014465,0.4917546510696411,0.6802290081977844,0.8935772180557251,0.4968228042125702
11,0.6687164902687073,0.9228025078773499,0.4921863377094269,0.6852731704711914,0.8928005695343018,0.5022683143615723
12,0.6725824475288391,0.9224324822425842,0.4931787848472595,0.6877843737602234,0.8923171758651733,0.5058115124702454
13,0.6768525838851929,0.9207752346992493,0.4931582808494568,0.690358579158783,0.8920460939407349,0.5026087164878845
14,0.6796497106552124,0.9210768938064575,0.49338820576667786,0.6982572078704834,0.8909493684768677,0.5071704387664795
15,0.6831914782524109,0.9201916456222534,0.49467921257019043,0.6982725262641907,0.8908697366714478,0.510926365852356
16,0.6862720847129822,0.9198207259178162,0.49603620171546936,0.6976062655448914,0.8906062841415405,0.5184674859046936
17,0.689815878868103,0.9190428853034973,0.496028333902359,0.6972255110740662,0.8905177712440491,0.5232657790184021
18,0.6930516958236694,0.9182685017585754,0.49710696935653687,0.7016659379005432,0.8898220062255859,0.5248175859451294
19,0.6944347620010376,0.9194566607475281,0.4984736740589142,0.7122240662574768,0.8891892433166504,0.5152806639671326
20,0.6972432732582092,0.9186574816703796,0.49987179040908813,0.7137030959129333,0.888542652130127,0.5291942954063416
21,0.701500654220581,0.9168304800987244,0.500411331653595,0.7092427611351013,0.8887813687324524,0.5331020355224609
22,0.7041459679603577,0.9170304536819458,0.5001041889190674,0.7127137780189514,0.8882521390914917,0.5366039872169495
23,0.7067430019378662,0.9157507419586182,0.5023626089096069,0.7163912057876587,0.8878499865531921,0.5379751920700073
24,0.7081177234649658,0.9165557026863098,0.5011657476425171,0.7214222550392151,0.8870718479156494,0.5397818684577942
25,0.7114684581756592,0.9156871438026428,0.5033684968948364,0.7205051183700562,0.887109100818634,0.5429242849349976
26,0.7129051089286804,0.9158490896224976,0.5063538551330566,0.7237625122070312,0.8866455554962158,0.5446686148643494
27,0.7169041633605957,0.9144927263259888,0.506424605846405,0.7231392860412598,0.8865930438041687,0.5526024699211121
28,0.7178369760513306,0.9144189953804016,0.5092447996139526,0.7254950404167175,0.8864177465438843,0.5541425347328186
29,0.7206680178642273,0.9142715930938721,0.5091302990913391,0.7268478274345398,0.8861117959022522,0.5547292232513428
30,0.7221049070358276,0.9140368700027466,0.5101453065872192,0.7336393594741821,0.8850573897361755,0.5590453147888184
31,0.7239452004432678,0.9138333201408386,0.5127930641174316,0.733729362487793,0.8850077986717224,0.5601521134376526
32,0.7271179556846619,0.9128535985946655,0.5118244886398315,0.7369616031646729,0.884563684463501,0.5575817823410034
33,0.7285876870155334,0.9133941531181335,0.513726532459259,0.7386455535888672,0.8842169046401978,0.5624949932098389
34,0.7300825119018555,0.9126234650611877,0.5150061845779419,0.7398280501365662,0.8838843107223511,0.5682933926582336
35,0.7335601449012756,0.912337064743042,0.5149499177932739,0.7395315170288086,0.883977472782135,0.5735589265823364
36,0.73488450050354,0.912181556224823,0.5170953869819641,0.7438907027244568,0.8831135630607605,0.5742939710617065
37,0.7365202307701111,0.9122880101203918,0.517445981502533,0.7476819753646851,0.8824461698532104,0.5677251815795898
38,0.7388103008270264,0.9118741154670715,0.5189622640609741,0.746035099029541,0.8828257322311401,0.5841233730316162
39,0.7392652630805969,0.9122377038002014,0.5246059894561768,0.751315176486969,0.8821982741355896,0.5820999145507812
40,0.7419813275337219,0.9105539917945862,0.5257965922355652,0.7480125427246094,0.8827576637268066,0.5895115733146667
41,0.7435806393623352,0.9108134508132935,0.5239209532737732,0.7509092688560486,0.8819604516029358,0.5908781886100769
42,0.7458420991897583,0.9103536605834961,0.5263593792915344,0.7512911558151245,0.8817854523658752,0.597472608089447
43,0.7480701208114624,0.9097689986228943,0.5248219966888428,0.7550352215766907,0.8809654712677002,0.5995456576347351
44,0.7487773895263672,0.9097283482551575,0.5305438041687012,0.7560554146766663,0.8809096813201904,0.6010734438896179
45,0.7500228881835938,0.9101991057395935,0.5300758481025696,0.7574990391731262,0.8805556297302246,0.5996843576431274
46,0.7510602474212646,0.9091516733169556,0.5317752957344055,0.7579963803291321,0.8805360198020935,0.6060842871665955
47,0.7529534697532654,0.9089885950088501,0.5334562659263611,0.7623212337493896,0.8796929717063904,0.6012870073318481
48,0.7563194632530212,0.9083601236343384,0.5328723192214966,0.762409508228302,0.8794834017753601,0.6107555627822876
49,0.7566209435462952,0.9080497026443481,0.5382543802261353,0.7673411965370178,0.8784352540969849,0.6107481122016907
50,0.7578632831573486,0.9076271653175354,0.5373112559318542,0.7653371095657349,0.8790390491485596,0.6180741190910339
0,0.7588295340538025,0.9082295298576355,0.5424389839172363,0.7684794068336487,0.8781948089599609,0.6130185127258301
1,0.7617750763893127,0.9070970416069031,0.5413426756858826,0.7694900631904602,0.8778358697891235,0.6205581426620483
2,0.7640562057495117,0.907084584236145,0.5408544540405273,0.7702646255493164,0.8775476217269897,0.6152685284614563
3,0.7643396854400635,0.9067479968070984,0.5437069535255432,0.7725117206573486,0.8769940137863159,0.6184889674186707
4,0.7669678926467896,0.9067328572273254,0.5460907816886902,0.7723831534385681,0.8770125508308411,0.6234049201011658
5,0.7677100300788879,0.9055105447769165,0.5470868349075317,0.774190366268158,0.8766180276870728,0.6218156218528748
6,0.7688316702842712,0.9059301614761353,0.5508272647857666,0.7759008407592773,0.8763291835784912,0.6287237405776978
7,0.7699128985404968,0.9055716395378113,0.5503517985343933,0.7767190337181091,0.8759846687316895,0.6371749043464661
8,0.7708840370178223,0.9054908156394958,0.5571175217628479,0.779261589050293,0.8757637143135071,0.6296997666358948
9,0.7722567915916443,0.9051607847213745,0.5553216934204102,0.7791799306869507,0.8755007386207581,0.6364379525184631
10,0.7751473188400269,0.9038790464401245,0.5613884329795837,0.7789480686187744,0.875260591506958,0.6376371383666992
11,0.773905336856842,0.9048734307289124,0.5598976016044617,0.7782260179519653,0.8756932616233826,0.6460820436477661
12,0.777104914188385,0.9036978483200073,0.5647031664848328,0.7812530398368835,0.8747384548187256,0.6353957056999207
13,0.7776967287063599,0.9032575488090515,0.5674693584442139,0.7795578241348267,0.8752366304397583,0.6422551274299622
14,0.7796616554260254,0.9034096002578735,0.5651088953018188,0.7821407318115234,0.8744701743125916,0.6503356695175171
15,0.779964804649353,0.9027166962623596,0.5692044496536255,0.7842017412185669,0.8738956451416016,0.6475753784179688
16,0.7811029553413391,0.9026239514350891,0.569703996181488,0.7848333120346069,0.8740625977516174,0.6565960049629211
17,0.7822024822235107,0.9023719429969788,0.5726197957992554,0.7875115275382996,0.8730973601341248,0.6573693752288818
18,0.7837820649147034,0.9017349481582642,0.5763590335845947,0.7870625257492065,0.872847318649292,0.6523936986923218
19,0.7845764756202698,0.9021164774894714,0.5720152854919434,0.7894325852394104,0.8727331161499023,0.6607779264450073
20,0.7852309942245483,0.9016296863555908,0.5798219442367554,0.7905604243278503,0.8721556067466736,0.6705995202064514
21,0.7867860794067383,0.9015073776245117,0.5840228796005249,0.7907117009162903,0.8720947504043579,0.668580949306488
22,0.7879356741905212,0.9007310271263123,0.5897699594497681,0.7940189838409424,0.8707780241966248,0.6592742204666138
23,0.7896202802658081,0.9006138443946838,0.5849424600601196,0.7913925051689148,0.8718143701553345,0.6795099377632141
24,0.7906021475791931,0.9003122448921204,0.5916019678115845,0.7940212488174438,0.8706322908401489,0.6855736374855042
25,0.7908011674880981,0.8996565937995911,0.5898147225379944,0.7955275774002075,0.870232105255127,0.682255208492279
26,0.7924171090126038,0.899389386177063,0.5908336043357849,0.7962814569473267,0.8698709607124329,0.682213544845581
27,0.7940612435340881,0.8991949558258057,0.5995157957077026,0.7962759733200073,0.8697667717933655,0.6882533431053162
28,0.794833779335022,0.8989599943161011,0.5967468023300171,0.8004966974258423,0.8681092858314514,0.684089720249176
29,0.7949956655502319,0.8983874320983887,0.5999494194984436,0.7996514439582825,0.8687421679496765,0.6885898113250732
30,0.7967391014099121,0.8988441824913025,0.599100649356842,0.8022088408470154,0.8675848841667175,0.6885322332382202
31,0.7987641096115112,0.8975487947463989,0.6110281348228455,0.8010879755020142,0.8678815960884094,0.6976750493049622
32,0.7981523871421814,0.8982346057891846,0.6070109009742737,0.8020586967468262,0.8680657744407654,0.6966733932495117
33,0.799856960773468,0.8971691131591797,0.6061442494392395,0.8028314709663391,0.8673613667488098,0.7090864777565002
34,0.8012046813964844,0.8968432545661926,0.6164951920509338,0.8051329851150513,0.8663946390151978,0.7014807462692261
35,0.8010014891624451,0.8968663811683655,0.61955726146698,0.8027439713478088,0.8673603534698486,0.7138060927391052
36,0.803053617477417,0.8963648676872253,0.6165533661842346,0.8034854531288147,0.8670430779457092,0.7276144623756409
37,0.8034285306930542,0.8958194851875305,0.6295989155769348,0.8063066601753235,0.8655176758766174,0.7143973708152771
38,0.804818332195282,0.8953876495361328,0.6355912685394287,0.8084763288497925,0.8651889562606812,0.7141605615615845
39,0.8057674765586853,0.8955591320991516,0.6275043487548828,0.8085424304008484,0.8649577498435974,0.7180736064910889
40,0.8063126802444458,0.8951108455657959,0.6246805191040039,0.8094728589057922,0.864449679851532,0.7198234796524048
41,0.8066344261169434,0.8953630924224854,0.6262359619140625,0.8108916282653809,0.8639864921569824,0.7205088138580322
42,0.8085880279541016,0.8941010236740112,0.6376121640205383,0.8096013069152832,0.8645951151847839,0.7366119623184204
43,0.8085371851921082,0.8940054774284363,0.6401879787445068,0.8112515211105347,0.8635541200637817,0.729212760925293
44,0.810149610042572,0.8937175869941711,0.6403694748878479,0.8102133870124817,0.8640454411506653,0.7463060021400452
45,0.8101290464401245,0.8935752511024475,0.640988290309906,0.8122603297233582,0.8631179928779602,0.7394862174987793
46,0.8116881847381592,0.8930705785751343,0.6492488980293274,0.8129861950874329,0.8628947138786316,0.7430441379547119
47,0.8126477003097534,0.8928885459899902,0.6469277739524841,0.8140469789505005,0.8622222542762756,0.7421431541442871
48,0.8130419850349426,0.8927660584449768,0.641276478767395,0.8139305114746094,0.8619378805160522,0.7514519095420837
49,0.8137941956520081,0.8928431272506714,0.6436275839805603,0.8167057037353516,0.8615785241127014,0.7562192678451538
50,0.8143067955970764,0.8925248980522156,0.6495944857597351,0.816644012928009,0.8613620400428772,0.7648561000823975
51,0.8156720399856567,0.8912673592567444,0.6557115912437439,0.816291868686676,0.861374020576477,0.751979649066925
52,0.8167543411254883,0.8909122943878174,0.6632682681083679,0.8186537027359009,0.8599369525909424,0.7608486413955688
53,0.8172655701637268,0.8909559845924377,0.6568356156349182,0.8178822994232178,0.860260009765625,0.7749526500701904
54,0.8192932605743408,0.8899207711219788,0.6810783743858337,0.81759113073349,0.8602660894393921,0.7747417688369751
55,0.8192439675331116,0.8900708556175232,0.666715681552887,0.8197614550590515,0.8591770529747009,0.7786766290664673
56,0.8196141719818115,0.8901827335357666,0.6607952117919922,0.820415198802948,0.8592662215232849,0.7884266376495361
57,0.8216243982315063,0.8893595337867737,0.6736003160476685,0.8217610716819763,0.8582945466041565,0.7827339172363281
58,0.8214313983917236,0.8889842629432678,0.6677834391593933,0.8227635025978088,0.8576963543891907,0.7810770273208618
59,0.8223448395729065,0.8885378837585449,0.6877522468566895,0.8226212859153748,0.8579029440879822,0.7780414819717407
60,0.8225997686386108,0.88875812292099,0.6829773187637329,0.8225073218345642,0.8579378128051758,0.7982333898544312
61,0.8242713809013367,0.8879823684692383,0.6875871419906616,0.8240604400634766,0.857150137424469,0.7865468263626099
62,0.8254358172416687,0.8878509998321533,0.6905162930488586,0.8245729804039001,0.8566616773605347,0.789635181427002
63,0.826140820980072,0.8866804838180542,0.6903179287910461,0.8240607380867004,0.8564929366111755,0.8051673769950867
64,0.8252351880073547,0.8876384496688843,0.6892861127853394,0.8245266079902649,0.8566911816596985,0.8084374666213989
65,0.827107846736908,0.8865187764167786,0.6852248907089233,0.8269215822219849,0.8553614020347595,0.805760383605957
66,0.8276910781860352,0.8867904543876648,0.6902120113372803,0.8246588110923767,0.8570142984390259,0.8162494897842407
67,0.8289769291877747,0.8864908218383789,0.69216388463974,0.8268133997917175,0.8549391031265259,0.8102275133132935
68,0.8293893337249756,0.8857724666595459,0.6917176246643066,0.828453779220581,0.8540425896644592,0.8115777969360352
69,0.8302841782569885,0.8856859803199768,0.6916922926902771,0.8285498023033142,0.8542153239250183,0.8142701387405396
70,0.8307427763938904,0.8851315379142761,0.6927249431610107,0.8281968832015991,0.8541550636291504,0.8218114972114563
71,0.8314679265022278,0.884491503238678,0.7057554721832275,0.8307297229766846,0.8527997732162476,0.8185904026031494
72,0.8321976065635681,0.8836626410484314,0.7145216464996338,0.8304181098937988,0.8529689908027649,0.8185749650001526
73,0.8334058523178101,0.8836109042167664,0.7089831233024597,0.8309227228164673,0.8526380062103271,0.8215366005897522
74,0.834669291973114,0.8825344443321228,0.7159258127212524,0.8321132063865662,0.8516675233840942,0.817893385887146
75,0.83441162109375,0.8828660249710083,0.7085549831390381,0.8321008682250977,0.8515902757644653,0.8209598660469055
76,0.834343433380127,0.8832560181617737,0.7052872180938721,0.8342108130455017,0.8507707715034485,0.8218288421630859
77,0.8363184928894043,0.8822724223136902,0.7118787169456482,0.8346546292304993,0.8500620722770691,0.823452353477478
78,0.8367398977279663,0.8816787600517273,0.7183449864387512,0.83530592918396,0.8498961925506592,0.8231725692749023
79,0.8373891115188599,0.8814386129379272,0.7169668078422546,0.8335852026939392,0.8506648540496826,0.8288455009460449
80,0.8374727964401245,0.8812798857688904,0.7151094675064087,0.8363016247749329,0.8490925431251526,0.8284253478050232
81,0.8385226726531982,0.8813028335571289,0.7118825912475586,0.8362548351287842,0.849177360534668,0.8305889964103699
82,0.8394519090652466,0.8804603815078735,0.7228317856788635,0.8384084701538086,0.8479222655296326,0.8265851140022278
83,0.8398860096931458,0.8795704245567322,0.7255920171737671,0.8387131690979004,0.8470001816749573,0.8257476091384888
84,0.8397865891456604,0.8803514838218689,0.707909107208252,0.8382373452186584,0.8474212288856506,0.8325308561325073
85,0.8405998945236206,0.8802773952484131,0.711190938949585,0.8390576839447021,0.8474424481391907,0.8308650255203247
86,0.8422980904579163,0.8796085715293884,0.7173271179199219,0.8375329971313477,0.8478493094444275,0.8337500095367432
87,0.8422491550445557,0.8789060711860657,0.7187401056289673,0.8392016291618347,0.8472744226455688,0.8332617878913879
88,0.8431622385978699,0.8780203461647034,0.7215427160263062,0.8404850959777832,0.8462059497833252,0.8333001136779785
89,0.8433824777603149,0.8776033520698547,0.7219122648239136,0.8405781388282776,0.8455896377563477,0.8331563472747803
90,0.8444859385490417,0.8782250285148621,0.7089431285858154,0.8428937196731567,0.8451882004737854,0.8329799175262451
91,0.84347003698349,0.8778209686279297,0.7184860706329346,0.8430141806602478,0.8450180292129517,0.8324488401412964
92,0.8450958132743835,0.8773189783096313,0.7186317443847656,0.843565821647644,0.8445098996162415,0.8328671455383301
93,0.8460865020751953,0.8765292167663574,0.7357134222984314,0.8443098664283752,0.8438705205917358,0.832137942314148
94,0.8470333218574524,0.8761690258979797,0.7207299470901489,0.8447206020355225,0.8428770899772644,0.8326265215873718
95,0.847131609916687,0.8761725425720215,0.7256090641021729,0.8447092771530151,0.8427712321281433,0.8321802616119385
96,0.8477928638458252,0.8757776618003845,0.730811357498169,0.8444768786430359,0.843250036239624,0.8317360877990723
97,0.8491207957267761,0.874186635017395,0.7321062088012695,0.8441498875617981,0.8432188630104065,0.8308699131011963
98,0.8496206402778625,0.8750148415565491,0.7230355143547058,0.844334602355957,0.8434020280838013,0.8298226594924927
99,0.8499084711074829,0.8750569224357605,0.7264108657836914,0.8468308448791504,0.8413154482841492,0.8309440612792969
0,0.8184457421302795,0.9719147682189941,0.4919581413269043,0.8267573714256287,0.9610715508460999,0.4909130334854126
0,0.8186084628105164,0.9719290137290955,0.49199286103248596,0.8252880573272705,0.9612135291099548,0.490866094827652
1,0.8161242008209229,0.965173065662384,0.49199914932250977,0.8209307789802551,0.952384889125824,0.49079349637031555
2,0.8134438395500183,0.9584604501724243,0.49216577410697937,0.8201311826705933,0.9455788731575012,0.49100667238235474
3,0.815209150314331,0.9539783000946045,0.49227175116539,0.8237544894218445,0.941491425037384,0.4911489486694336
4,0.8191571831703186,0.9514505863189697,0.4924277365207672,0.8270625472068787,0.9393599629402161,0.491267591714859
5,0.8235575556755066,0.949524998664856,0.49257203936576843,0.8320783376693726,0.9371811747550964,0.49147629737854004
6,0.8273109197616577,0.9482749104499817,0.49271824955940247,0.8356534242630005,0.9354272484779358,0.491534560918808
7,0.8307045698165894,0.9470977187156677,0.49279141426086426,0.8384437561035156,0.9338976740837097,0.49166595935821533
8,0.8338848352432251,0.9460141658782959,0.4928412139415741,0.8400384783744812,0.9328534603118896,0.49166712164878845
9,0.8366315364837646,0.9451091885566711,0.492976576089859,0.8433292508125305,0.9315515160560608,0.4918481707572937
10,0.8389021158218384,0.9443118572235107,0.4930258095264435,0.8450095057487488,0.9305130839347839,0.49185529351234436
11,0.8405947089195251,0.943594217300415,0.4930519163608551,0.8451333045959473,0.9304741024971008,0.49182674288749695
12,0.8424577713012695,0.9427536129951477,0.49312999844551086,0.8480547070503235,0.9288837313652039,0.4919484257698059
13,0.8440670967102051,0.9421722888946533,0.4932193160057068,0.8492953777313232,0.9282475113868713,0.4920046329498291
14,0.8455983996391296,0.9414242506027222,0.49326154589653015,0.849736750125885,0.9277936220169067,0.4919341802597046
15,0.8469431400299072,0.9407810568809509,0.49340084195137024,0.8513966202735901,0.9268784523010254,0.4920213222503662
